,﻿TDID,FavGenre,G1,G2,G3,G4,G5,Browser_Alt Browser,Browser_Chrome,Browser_IE,Browser_Safari,Browser_Unidentified,genre,prediction
45,07163441-9b3b-4dc9-a4f0-88ad2294cbe4,BlindedGenre2,0.0444444444444,0.927777777778,0.0277777777778,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0
49,09923abe-01aa-4aa1-b6da-eecf4b757e65,BlindedGenre1,0.914207240833,0.0010169558159,0.0837467065047,0.00087877932926,0.000150317516847,0.0,1.0,0.0,0.0,0.0,1.0,1.0
53,0b4db5f3-228d-4070-8133-99f9a3dac413,BlindedGenre1,0.38076318743,0.144624017957,0.24101010101,0.165241301908,0.0683613916947,0.0,0.0,1.0,0.0,0.0,1.0,1.0
54,0b5c889f-45f5-42a4-ad88-0f5a65e94ba9,BlindedGenre4,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,4.0,4.0
55,0c6a12b7-0b3e-4f6d-b865-b831a17f2b74,BlindedGenre2,0.401234567901,0.111111111111,0.308641975309,0.148148148148,0.0308641975309,0.0,1.0,0.0,0.0,0.0,2.0,2.0
59,019f4d32-7782-47d2-b1e9-31b344549d82,BlindedGenre2,0.288062364985,0.519723865878,0.174650136189,0.0166478820325,0.000915750915751,0.0,0.0,1.0,0.0,0.0,2.0,2.0
60,01c6532b-0836-4b7f-a64e-3147ecad3934,BlindedGenre3,0.282142857143,0.075,0.567857142857,0.0178571428571,0.0571428571429,0.0,0.0,0.0,1.0,0.0,3.0,3.0
61,01ec81f5-b7df-4c01-8cd1-542f49bbf0eb,BlindedGenre2,0.0703828828829,0.893018018018,0.0242117117117,0.00957207207207,0.00281531531532,0.0,1.0,0.0,0.0,0.0,2.0,2.0
62,024a0428-9e99-4fa4-8d5d-ae8954016c61,BlindedGenre1,0.435861599737,0.156434068385,0.295555356078,0.0985839812239,0.0135649945762,0.0,0.0,1.0,0.0,0.0,1.0,1.0
64,03a038a0-3e43-4a90-af2d-95a9084bf081,BlindedGenre1,0.456595312841,0.130700227688,0.250056303975,0.130011930636,0.0326362248594,0.0,1.0,0.0,0.0,0.0,1.0,1.0
65,03d55994-6112-48d1-bc71-ae28d88e01a9,BlindedGenre3,0.231292517007,0.0,0.608843537415,0.0884353741497,0.0714285714286,1.0,0.0,0.0,0.0,0.0,3.0,3.0
66,04459aa4-ec54-4c2f-95f7-9b6fe55feb23,BlindedGenre3,0.294776119403,0.272388059701,0.279850746269,0.119402985075,0.0335820895522,0.0,0.0,1.0,0.0,0.0,3.0,3.0
67,04d22141-cf7f-44aa-a2a1-cdaf35d9ef5f,BlindedGenre3,0.190476190476,0.190476190476,0.619047619048,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0
68,0516160b-d9f6-4e51-945f-e86061265d88,BlindedGenre4,0.239131239131,0.101565101565,0.341084841085,0.302808302808,0.0154105154105,0.0,0.0,1.0,0.0,0.0,4.0,4.0
70,05bd07be-8b03-4a70-804a-955e6fd2fc22,BlindedGenre3,0.0327529021559,0.0858208955224,0.808872305141,0.0688225538972,0.00373134328358,0.0,1.0,0.0,0.0,0.0,3.0,3.0
71,068ec889-6e8e-4905-a9b5-01605ebf3f1b,BlindedGenre3,0.240122054256,0.0632778247168,0.590757158842,0.0793592436975,0.0264837184874,1.0,0.0,0.0,0.0,0.0,3.0,3.0
72,0736bead-733c-4d57-b340-18c02268996e,BlindedGenre5,0.0833333333333,0.0,0.183333333333,0.1,0.633333333333,0.0,1.0,0.0,0.0,0.0,5.0,5.0
73,07b4ce3c-cf20-4231-a30f-96110cbdb794,BlindedGenre3,0.128731343284,0.263770433547,0.508439943141,0.084355010661,0.0147032693674,0.0,0.0,0.0,1.0,0.0,3.0,3.0
74,07e20191-765d-4fe8-8c92-641084215827,BlindedGenre4,0.270299145299,0.0651709401709,0.153846153846,0.445512820513,0.0651709401709,1.0,0.0,0.0,0.0,0.0,4.0,4.0
78,0969d1f2-a1dd-4776-9ddb-b328d21f87a9,BlindedGenre4,0.0960511363636,0.405110479798,0.083446969697,0.402523674242,0.012867739899,0.0,0.0,1.0,0.0,0.0,4.0,4.0
80,0a1fed1d-f0bf-4df0-881e-71817be79bde,BlindedGenre1,0.604166666667,0.09375,0.229166666667,0.0729166666667,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
83,0a983eb6-9223-4990-83db-ed32d0d42724,BlindedGenre4,0.047320290394,0.0276026900076,0.0234960831786,0.898502099198,0.00307883722152,0.0,1.0,0.0,0.0,0.0,4.0,4.0
84,0b21be57-f47c-4610-8e67-1bf8930775c8,BlindedGenre1,0.45651486401,0.166637916164,0.175636823644,0.142487493531,0.0587229026508,0.0,1.0,0.0,0.0,0.0,1.0,1.0
87,0c103900-15ad-4332-9797-5008568b9d19,BlindedGenre1,0.499911417558,0.0846943905767,0.243896190955,0.086339151045,0.0851588498647,0.0,1.0,0.0,0.0,0.0,1.0,1.0
91,0ecf6270-5e3f-4350-b0d4-2d5d09ae8d57,BlindedGenre1,0.510982410982,0.101973401973,0.243822393822,0.130115830116,0.013105963106,0.0,0.0,1.0,0.0,0.0,1.0,1.0
92,0ee77233-12eb-4dbd-8867-8e72e2d31fd0,BlindedGenre1,0.411229946524,0.192589763178,0.251566080978,0.123223834989,0.0213903743316,0.0,1.0,0.0,0.0,0.0,1.0,1.0
94,0f1e2b39-a386-4245-99fd-78adc2e8a95a,BlindedGenre3,0.284709955328,0.131331704428,0.409369160267,0.171295605204,0.00329357477346,0.0,1.0,0.0,0.0,0.0,3.0,3.0
96,107efd6f-dc0c-4cad-8080-30178c1e0f88,BlindedGenre2,0.0737602254832,0.836009139352,0.0636435077762,0.0183170283039,0.00827009908441,0.0,1.0,0.0,0.0,0.0,2.0,2.0
102,12ed6587-b7da-447b-8f0e-7d5c934a5743,BlindedGenre3,0.28267003267,0.364444114444,0.284278784279,0.0530145530146,0.0155925155925,0.0,0.0,1.0,0.0,0.0,3.0,2.0
104,13242be9-b8a5-49cb-be75-3d55654bb5d4,BlindedGenre2,0.279166666667,0.470833333333,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0
107,138ebede-56a4-4012-9a1c-3dc2597c1889,BlindedGenre3,0.0555555555556,0.138888888889,0.805555555556,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0
108,13b7f33f-78ba-4ac5-8457-9aee3e201511,BlindedGenre1,0.559259259259,0.17037037037,0.218518518519,0.0333333333333,0.0185185185185,0.0,0.0,1.0,0.0,0.0,1.0,1.0
111,149e9da3-3883-4251-9ca5-4deb0d0005e8,BlindedGenre3,0.560497997998,0.0129504504505,0.422422422422,0.00319069069069,0.000938438438438,0.0,0.0,1.0,0.0,0.0,3.0,3.0
115,0fb45b89-b4f0-49dc-9f4b-4b0b48109c9f,BlindedGenre5,0.323982056591,0.156142167012,0.189078674948,0.173205659075,0.157591442374,0.0,0.0,1.0,0.0,0.0,5.0,5.0
116,100c1612-be79-4670-b778-e8ccfc2ff9a7,BlindedGenre1,0.505630795338,0.224485314615,0.184924001319,0.0580588656279,0.0269010231008,0.0,0.0,1.0,0.0,0.0,1.0,1.0
117,10d01d03-f5f0-4a71-8282-ebdec05238db,BlindedGenre1,0.550386895377,0.147346435933,0.149867773321,0.123845738877,0.0285531564919,1.0,0.0,0.0,0.0,0.0,1.0,1.0
121,128b89e8-5b4b-40b0-916b-b2c60c226994,BlindedGenre1,0.5875180296,0.091090447373,0.216877515932,0.0884234290731,0.0160905780223,1.0,0.0,0.0,0.0,0.0,1.0,1.0
122,140d2582-7b37-4e23-a5e6-f4abcedc9bfe,BlindedGenre4,0.265725036296,0.109589795725,0.22661067828,0.382402643119,0.0156718465796,0.0,0.0,1.0,0.0,0.0,4.0,4.0
124,15cd4f33-5386-40b4-9d99-91f698eb94d7,BlindedGenre4,0.26332947754,0.141161075766,0.211473395026,0.358033545402,0.0260025062657,0.0,1.0,0.0,0.0,0.0,4.0,4.0
128,1840dc39-9b48-4f8b-925d-33668c5551de,BlindedGenre1,0.983870967742,0.010752688172,0.00537634408602,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
130,18ff69e5-d828-4bc6-884b-a2811c62b426,BlindedGenre4,0.363980321444,0.13535782035,0.313246544787,0.148026932939,0.0393883804799,0.0,0.0,1.0,0.0,0.0,4.0,1.0
131,193c6817-4591-4996-893d-18b094f16aa8,BlindedGenre2,0.228637655876,0.552251728371,0.141025392518,0.0577162886864,0.020368934548,0.0,1.0,0.0,0.0,0.0,2.0,2.0
132,1a63f040-607e-47ee-92af-49e21c926b17,BlindedGenre3,0.0535714285714,0.407142857143,0.539285714286,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0
133,1a900058-6a02-481f-8a62-2c9c76e20468,BlindedGenre3,0.345874414543,0.155781535286,0.311464634437,0.138290069064,0.0485893466698,0.0,0.0,1.0,0.0,0.0,3.0,3.0
134,1abfdeaa-0c6a-4665-a53e-861a9a947a7d,BlindedGenre3,0.383263795565,0.154710066343,0.27274651957,0.141991591475,0.0472880270472,0.0,0.0,1.0,0.0,0.0,3.0,3.0
135,1b353a47-c660-47b3-8a94-13ea5bbdda79,BlindedGenre3,0.0,0.0285714285714,0.971428571429,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0
141,0dd85044-e5c2-4dbb-88ad-610ec89ef053,BlindedGenre1,0.572220724648,0.113682420307,0.0568725839072,0.210008076859,0.0472161942783,0.0,1.0,0.0,0.0,0.0,1.0,1.0
142,0e4025bd-fa7d-4e9a-a08e-b182054952c1,BlindedGenre3,0.208162019676,0.108020664664,0.595960557672,0.0693943635274,0.0184623944608,0.0,0.0,1.0,0.0,0.0,3.0,3.0
149,10cdc84a-b0af-49e8-8552-dd969c05885e,BlindedGenre4,0.149904846682,0.10172121419,0.114644262348,0.588318334797,0.0454113419829,0.0,1.0,0.0,0.0,0.0,4.0,4.0
151,122f8dfd-ef78-4b1c-ab4e-cfe5e7d25efc,BlindedGenre4,0.297184783048,0.158736304751,0.234991470191,0.264165473416,0.0449219685937,0.0,0.0,1.0,0.0,0.0,4.0,4.0
152,123aebb2-a21b-4e4b-9217-d77f7cd77130,BlindedGenre1,0.431818181818,0.227272727273,0.340909090909,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
153,126b3ba7-38be-45be-bbdb-57ccdb42b6b1,BlindedGenre5,0.104801920768,0.0658963585434,0.0976590636255,0.0586534613846,0.672989195678,0.0,1.0,0.0,0.0,0.0,5.0,5.0
155,12d311dd-ee2c-4b26-b217-11c1337609f9,BlindedGenre3,0.0617647058824,0.0264705882353,0.318954248366,0.583986928105,0.00882352941176,0.0,0.0,1.0,0.0,0.0,3.0,3.0
156,1337911d-41e6-48ba-96c3-f1f7dede79c3,BlindedGenre4,0.0703676470588,0.220735294118,0.0647426470588,0.634080882353,0.0100735294118,0.0,0.0,1.0,0.0,0.0,4.0,4.0
158,1376640d-13d9-4d31-b3db-b0d6da5dc1e6,BlindedGenre2,0.380474166517,0.282547532738,0.20820438663,0.0992089272562,0.0295649868592,0.0,0.0,1.0,0.0,0.0,2.0,2.0
161,13e6dc4f-ba71-45a5-ad1d-43061b066888,BlindedGenre1,0.483035714286,0.0903273809524,0.28943452381,0.115476190476,0.0217261904762,0.0,0.0,1.0,0.0,0.0,1.0,1.0
162,13ee23e5-4275-4dfd-822f-8b07e344c0dc,BlindedGenre4,0.365760623616,0.148327145117,0.324174561423,0.131480145738,0.0302575241062,0.0,0.0,1.0,0.0,0.0,4.0,4.0
164,1507201c-6e3e-4c97-a116-a9557dd7b4ff,BlindedGenre3,0.351526506487,0.180282700374,0.349180905494,0.0693978860538,0.0496120015911,1.0,0.0,0.0,0.0,0.0,3.0,3.0
166,155a923c-3336-46c4-823a-334f78cccc39,BlindedGenre3,0.286410716936,0.143548717574,0.424379502121,0.103680625588,0.0419804377804,0.0,0.0,1.0,0.0,0.0,3.0,3.0
169,165d5f07-c633-40e4-8251-7af73ccea34b,BlindedGenre1,0.638888888889,0.0761904761905,0.253174603175,0.031746031746,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
170,17189454-5af5-4a5a-83cc-d5e69594290b,BlindedGenre3,0.4422929468,0.148269696008,0.269859593251,0.0941081134672,0.0454696504739,1.0,0.0,0.0,0.0,0.0,3.0,3.0
171,18050173-060c-484a-8442-d8f2c609878b,BlindedGenre4,0.378127917834,0.0187521008403,0.20293977591,0.394524743231,0.00565546218487,0.0,0.0,1.0,0.0,0.0,4.0,4.0
173,1819fe5b-6610-4b93-8586-a09e41ac06ea,BlindedGenre1,0.407047796662,0.179859882607,0.175427184603,0.202495925843,0.0351692102845,1.0,0.0,0.0,0.0,0.0,1.0,1.0
174,18aa46dc-c08a-4886-b59c-a525cf7079a7,BlindedGenre3,0.304029304029,0.167765567766,0.298901098901,0.110622710623,0.118681318681,0.0,1.0,0.0,0.0,0.0,3.0,3.0
176,18e3225e-6bfd-4477-84d0-10350210fe56,BlindedGenre3,0.0792112299465,0.125919117647,0.707469919786,0.0763703208556,0.0110294117647,0.0,0.0,0.0,1.0,0.0,3.0,3.0
177,19faceb6-3cfb-440d-b9f3-f56942bc7c4a,BlindedGenre3,0.360514800515,0.13619047619,0.322239382239,0.140617760618,0.0404375804376,0.0,0.0,1.0,0.0,0.0,3.0,3.0
178,1a0aa3c8-6490-498e-af93-457d7db00a96,BlindedGenre1,0.69068370396,0.0653348881266,0.167660028416,0.0626853132799,0.0136360662174,0.0,0.0,1.0,0.0,0.0,1.0,1.0
180,1a68603c-cbdc-4a13-a413-d642921f7e0b,BlindedGenre1,0.7190331069,0.0721871178188,0.0949893340717,0.0707492543866,0.0430411868228,0.0,1.0,0.0,0.0,0.0,1.0,1.0
190,1d2e5603-4c3b-42ab-bb2e-7244cdb14b69,BlindedGenre3,0.0642156862745,0.0754901960784,0.806862745098,0.0475490196078,0.00588235294118,0.0,1.0,0.0,0.0,0.0,3.0,3.0
195,1ede75f9-a15f-4e1d-9e99-a052cbde67c8,BlindedGenre1,0.823694029851,0.0680970149254,0.0699626865672,0.0298507462687,0.00839552238806,1.0,0.0,0.0,0.0,0.0,1.0,1.0
196,160e623e-6689-432b-a3b9-f4ea8d0a0016,BlindedGenre5,0.120364414997,0.276951537025,0.153199112979,0.0306391402715,0.418845794728,0.0,1.0,0.0,0.0,0.0,5.0,5.0
199,1748bd60-e97e-4a63-9629-b694dce43468,BlindedGenre2,0.10554231206,0.765388419053,0.0715084935203,0.0422819165996,0.0152788587671,0.0,1.0,0.0,0.0,0.0,2.0,2.0
202,17dc612f-b7f6-40ff-9e0c-0c0eeab407f7,BlindedGenre1,0.455782312925,0.031746031746,0.363945578231,0.148526077098,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
205,19c932a4-7e2f-4b7f-ab6a-16ec3f184060,BlindedGenre1,0.346666666667,0.146666666667,0.32,0.14,0.0466666666667,0.0,0.0,1.0,0.0,0.0,1.0,4.0
207,1a9f86d7-0a39-4f81-8d4d-e8a684e79f5b,BlindedGenre2,0.245646766169,0.310323383085,0.316542288557,0.0995024875622,0.0279850746269,0.0,1.0,0.0,0.0,0.0,2.0,2.0
209,1ac5f783-533e-45e5-a33e-428973df20b3,BlindedGenre3,0.346666666667,0.146666666667,0.32,0.14,0.0466666666667,0.0,0.0,1.0,0.0,0.0,3.0,4.0
212,1cba4284-6423-4429-8136-c0f6631a91d7,BlindedGenre3,0.390306122449,0.0420918367347,0.391581632653,0.0612244897959,0.114795918367,0.0,1.0,0.0,0.0,0.0,3.0,3.0
213,1d835f94-1839-40c6-a6db-9b63665826ec,BlindedGenre1,0.450617283951,0.185185185185,0.33950617284,0.0123456790123,0.0123456790123,0.0,0.0,1.0,0.0,0.0,1.0,1.0
214,1da215f1-a51d-41b8-9d92-a887810f2718,BlindedGenre3,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0
215,1f3273b3-0256-4c6c-9f61-9fe43e6c9304,BlindedGenre3,0.320994156296,0.158780610127,0.287302951417,0.0761479032569,0.156774378903,0.0,0.0,1.0,0.0,0.0,3.0,3.0
217,204287b4-0294-4066-b877-ca582fc58da0,BlindedGenre3,0.0357142857143,0.0178571428571,0.892857142857,0.0535714285714,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0
219,20bef94e-92aa-485b-bb2e-251d38b56ae2,BlindedGenre4,0.077037037037,0.551111111111,0.0711111111111,0.29037037037,0.0103703703704,0.0,0.0,1.0,0.0,0.0,4.0,4.0
220,2101ae87-c55f-432b-bda8-10641d74bef7,BlindedGenre1,0.417773714701,0.149828995415,0.247689225331,0.143157527307,0.0415505372464,0.0,0.0,1.0,0.0,0.0,1.0,1.0
221,213c3533-fcb5-4ab9-b4c4-2f237506393c,BlindedGenre2,0.146666666667,0.760701754386,0.0421052631579,0.0505263157895,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0
222,21981817-98d4-4440-95e8-23502dfb5378,BlindedGenre1,0.38950287884,0.212750077845,0.233523965005,0.141821408045,0.0224016702648,0.0,0.0,1.0,0.0,0.0,1.0,1.0
223,222de591-13a9-41d5-a471-492c66749611,BlindedGenre1,0.823426573427,0.0358391608392,0.102272727273,0.0367132867133,0.00174825174825,1.0,0.0,0.0,0.0,0.0,1.0,1.0
224,1eed868f-c9c2-4f58-bbab-ad07ccf0517f,BlindedGenre2,0.234761193831,0.382420333047,0.256230746876,0.0982602906512,0.028327435595,0.0,0.0,1.0,0.0,0.0,2.0,2.0
227,20a90156-212f-42af-a48c-d6f5fc0939ca,BlindedGenre1,0.354126984127,0.149365079365,0.31253968254,0.135,0.0489682539683,0.0,0.0,1.0,0.0,0.0,1.0,1.0
228,21cb6a84-e173-41c8-8387-95626822b11c,BlindedGenre3,0.237331578254,0.105359652066,0.56236683884,0.0742959861585,0.0206459446819,0.0,1.0,0.0,0.0,0.0,3.0,3.0
231,22c0f51c-5e89-41ff-91b8-18aa018b9de7,BlindedGenre3,0.0,0.0,0.666666666667,0.333333333333,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0
232,23db894f-0b58-47b6-a98c-b82855a6d17c,BlindedGenre3,0.37513973792,0.164780318357,0.247505166895,0.169962209413,0.042612567415,0.0,1.0,0.0,0.0,0.0,3.0,3.0
233,241bddc3-adf1-48fe-86e2-1ee8cec987a5,BlindedGenre4,0.158110119048,0.0907738095238,0.134300595238,0.61681547619,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0
234,247b68e7-f2bc-4a63-8a8b-05a0a24d0c27,BlindedGenre4,0.236595967531,0.15057868552,0.227321288295,0.357706205813,0.0277978528411,0.0,1.0,0.0,0.0,0.0,4.0,4.0
235,250634a5-84f4-4a73-80d2-94d1b42021d6,BlindedGenre2,0.0763990878806,0.770086099086,0.0958941442645,0.04029218107,0.0173284876989,0.0,1.0,0.0,0.0,0.0,2.0,2.0
236,253f5ddb-f0bc-4e97-b7bf-56400c716e4d,BlindedGenre3,0.0,0.05625,0.9125,0.03125,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0
238,25e76d22-65ee-42a7-9cda-2dbdc0c69a88,BlindedGenre4,0.350751209575,0.119467787115,0.269060351413,0.225286478228,0.0354341736695,0.0,0.0,1.0,0.0,0.0,4.0,4.0
242,2ab3c074-bb04-4406-b278-7dd0077fa044,BlindedGenre2,0.303151260504,0.313697478992,0.221386554622,0.121008403361,0.040756302521,0.0,1.0,0.0,0.0,0.0,2.0,2.0
243,2b166faa-4a26-4fc1-934e-26df43d2a1de,BlindedGenre1,0.7263116237,0.0246141451832,0.0361332541836,0.193301956128,0.0196390208051,0.0,0.0,0.0,1.0,0.0,1.0,1.0
244,2bfee174-155f-487e-bef1-8d46876a256e,BlindedGenre1,0.911764705882,0.00980392156863,0.00980392156863,0.0686274509804,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
246,2dc33e7d-0b4d-421b-ac69-bd5b2888b215,BlindedGenre4,0.331098592516,0.114903833989,0.212610656438,0.306107812962,0.0352791040945,0.0,0.0,1.0,0.0,0.0,4.0,4.0
247,2e66d71d-6227-49ee-a33a-a9e1a4a1cc40,BlindedGenre4,0.22619047619,0.192857142857,0.142857142857,0.438095238095,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0
250,2fd317e3-451d-4eb0-a4ad-172ab3894aa9,BlindedGenre5,0.254304254453,0.112275853063,0.327501811661,0.126867287936,0.179050792887,0.0,0.0,1.0,0.0,0.0,5.0,5.0
252,1d8f2024-097b-4322-836d-ffae896a7a37,BlindedGenre5,0.151882975412,0.0494864612512,0.136243386243,0.0454403983816,0.616946778711,0.0,1.0,0.0,0.0,0.0,5.0,5.0
254,1ed274e8-5619-41cf-9c49-70e16a429100,BlindedGenre1,0.584848484848,0.166666666667,0.248484848485,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
255,1f784399-2bb7-42d8-b57f-6ddff929da49,BlindedGenre5,0.0133333333333,0.00444444444444,0.0,0.0,0.982222222222,1.0,0.0,0.0,0.0,0.0,5.0,5.0
259,20fef464-2148-41f5-8ac8-bad67bec3853,BlindedGenre2,0.144675488343,0.536988027725,0.11765910523,0.0574826717076,0.143194706994,0.0,1.0,0.0,0.0,0.0,2.0,2.0
261,23c9c102-e764-4be0-81a9-fdd4e4332fd3,BlindedGenre3,0.207640124511,0.143701858152,0.485077998889,0.112550820084,0.0510291983642,0.0,0.0,1.0,0.0,0.0,3.0,3.0
264,24caa221-30b4-4431-bda1-db930ea0424e,BlindedGenre1,0.508518518519,0.0325925925926,0.23962962963,0.186666666667,0.0325925925926,0.0,0.0,1.0,0.0,0.0,1.0,1.0
266,24fd8307-713c-4e7d-97d6-afca9c5e1d31,BlindedGenre4,0.0859788359788,0.0238095238095,0.280423280423,0.603174603175,0.00661375661376,0.0,0.0,1.0,0.0,0.0,4.0,4.0
270,26807207-ccf7-4d1a-a0a4-799825b236a3,BlindedGenre1,0.883660644148,0.028672427337,0.0505106048704,0.012568735271,0.0245875883739,1.0,0.0,0.0,0.0,0.0,1.0,1.0
271,282b4133-202a-4148-b632-2b06af05c28d,BlindedGenre3,0.117569482515,0.14268346558,0.528489014523,0.0880047847565,0.123253252626,0.0,1.0,0.0,0.0,0.0,3.0,3.0
272,2873c742-8930-476d-8365-f0551edec4db,BlindedGenre2,0.250050397759,0.665205424112,0.065164849786,0.0147968160749,0.00478251226827,0.0,0.0,1.0,0.0,0.0,2.0,2.0
273,29689485-140f-4650-bdb9-2d4f53059923,BlindedGenre1,0.287608060832,0.142336716107,0.473443779455,0.0961054731547,0.000505970451326,0.0,1.0,0.0,0.0,0.0,1.0,1.0
280,00b9ac62-ff40-4645-9abd-0f5416c4a50f,BlindedGenre1,0.499494009426,0.144856218349,0.210348733089,0.0773279139242,0.0679731252107,0.0,0.0,1.0,0.0,0.0,1.0,1.0
281,02bcca98-ddb2-4682-abac-981fc3b80d1f,BlindedGenre3,0.137981118373,0.0697167755991,0.76107480029,0.0188816267248,0.0123456790123,0.0,0.0,1.0,0.0,0.0,3.0,3.0
282,0444a421-024d-482b-8b3b-1f68fa5a4c88,BlindedGenre2,0.00547169170699,0.963529072235,0.0237178507767,0.00714591291062,0.000135472370766,0.0,0.0,1.0,0.0,0.0,2.0,2.0
