,﻿TDID,FavGenre,G1,G2,G3,G4,G5,Browser_Alt Browser,Browser_Chrome,Browser_IE,Browser_Safari,Browser_Unidentified,genre,prediction
26,0cd3e71e-0cbc-42b7-a7b9-e992ef1658f3,?????,0.360984398194,0.131843894986,0.285778242561,0.106348062507,0.115045401753,0.0,0.0,1.0,0.0,0.0,,1.0
28,011cec0c-8c1d-4087-bf8f-3da1a4466df1,?????,0.354772591178,0.286745182438,0.243523185999,0.0755446059441,0.0116366566637,1.0,0.0,0.0,0.0,0.0,,1.0
29,018429ba-b152-4d5a-96c8-b58b850520d0,?????,0.237178009566,0.180480896675,0.424437849363,0.124450239152,0.0334530052441,0.0,1.0,0.0,0.0,0.0,,3.0
30,0188f34b-e458-4ae3-b07b-29dd619ec678,?????,0.248373814159,0.253715892587,0.117618429591,0.071922993727,0.0226545842217,0.0,1.0,0.0,0.0,0.0,,2.0
33,01aeda24-4cb0-440c-960e-ada5b8ed5e6f,?????,0.133163450565,0.0202099779306,0.0718261631252,0.0453130747248,0.00221460638127,0.0,1.0,0.0,0.0,0.0,,1.0
34,01c649ad-487f-4979-ab35-b84ddacd9f7d,?????,0.427437641723,0.1179138322,0.294784580499,0.0946712018141,0.0651927437642,0.0,1.0,0.0,0.0,0.0,,1.0
35,01fcd8fc-874b-4149-812a-18366b07f892,?????,0.251812740335,0.251673821808,0.230899643917,0.123731740791,0.141882053149,0.0,1.0,0.0,0.0,0.0,,2.0
41,04284db4-90b8-4d80-ba0e-15b2786b5ca1,?????,0.315364963858,0.200937459143,0.194130058876,0.12106707649,0.0129448860778,0.0,1.0,0.0,0.0,0.0,,1.0
42,04ab2e63-eaae-4a1e-babe-73bcc6e63529,?????,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,4.0
44,06df2a2f-5a10-4e22-a0a4-117bacb48e52,?????,0.482559339525,0.21382868937,0.118782249742,0.140454076367,0.0443756449948,0.0,0.0,1.0,0.0,0.0,,1.0
46,07f98ad3-ddb9-4841-8545-e874c7a9f5f5,?????,0.266019830964,0.138326710264,0.255865848952,0.10680837601,0.0354483696125,0.0,0.0,1.0,0.0,0.0,,1.0
47,091adde8-f788-49cd-a5e8-c39f7a2c1f80,?????,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0
48,097e6d58-d192-48c2-b1dc-2038e25194ba,?????,0.122246761861,0.047950463774,0.43115673036,0.0359369005001,0.00976796703382,0.0,1.0,0.0,0.0,0.0,,3.0
50,0a536daa-5627-487d-8b37-e95a167f639e,?????,0.0,0.0833333333333,0.0,0.0833333333333,0.0,0.0,1.0,0.0,0.0,0.0,,4.0
51,0af54f38-b3c1-4876-99c1-e0c097721925,?????,0.325660777131,0.209672843496,0.221995080083,0.0939012784601,0.110308482367,0.0,0.0,1.0,0.0,0.0,,1.0
52,0b3f0335-047d-4b4e-a8b3-1afd165de191,?????,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,1.0,0.0,0.0,,4.0
56,002266c4-ef7b-4136-a3ed-fbaa2dbd2d48,?????,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,4.0
57,0030e123-b910-49f4-ad0b-78134b4acfd4,?????,0.160475046911,0.157464851491,0.292175564564,0.0704288300314,0.0135733540619,0.0,1.0,0.0,0.0,0.0,,3.0
58,00efaad8-ca8d-45bf-8fe9-0d1d8055fd79,?????,0.0655058043118,0.0605306799337,0.0621890547264,0.0265339966833,0.00746268656716,0.0,0.0,1.0,0.0,0.0,,4.0
63,03100e3a-8f47-4525-b12d-b25d71c4e773,?????,0.274509803922,0.0915032679739,0.148692810458,0.0343137254902,0.0343137254902,0.0,1.0,0.0,0.0,0.0,,1.0
69,051840ae-e579-406b-846d-2abc67f3c2f7,?????,0.334653627533,0.138879879437,0.318015627304,0.120952708569,0.0348665782102,0.0,0.0,1.0,0.0,0.0,,1.0
75,0878fc5e-d587-4045-9cd1-e43740c1ad46,?????,0.297575757576,0.106666666667,0.414545454545,0.147272727273,0.0339393939394,0.0,0.0,1.0,0.0,0.0,,3.0
76,08a9bdf2-360a-4714-8b17-21d064309c67,?????,0.260869565217,0.217391304348,0.347826086957,0.130434782609,0.0434782608696,0.0,0.0,1.0,0.0,0.0,,3.0
77,093a4a98-6858-4725-9c27-e13ff5d3e733,?????,0.240324650474,0.294309844384,0.185370723804,0.0357353094667,0.0134902411022,0.0,1.0,0.0,0.0,0.0,,2.0
79,0a0c6c0e-6f56-4583-955d-e0da35f6006c,?????,0.322222222222,0.238888888889,0.372222222222,0.0444444444444,0.0222222222222,0.0,1.0,0.0,0.0,0.0,,3.0
81,0a655dbc-6430-4eac-8471-9cc32fb6f0af,?????,0.222222222222,0.444444444444,0.333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0
82,0a8ccd36-eed9-4860-9c07-2844268dea8c,?????,0.27637254902,0.0987908496732,0.195326797386,0.137254901961,0.0255882352941,0.0,1.0,0.0,0.0,0.0,,1.0
85,0bb3b66d-f2c2-4554-841c-135ce4962b29,?????,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,,3.0
86,0bc0d343-c9d2-41d6-a7be-f015beb9fb4e,?????,0.175842794422,0.108688828407,0.180397006631,0.12725548186,0.00781588868043,0.0,0.0,1.0,0.0,0.0,,3.0
88,0c31bd63-cef0-44dd-9011-ee36f7bd04c5,?????,0.26413725269,0.149398706811,0.192996222936,0.0397912849722,0.0316426342862,0.0,1.0,0.0,0.0,0.0,,1.0
89,0ceb222a-1619-4d0f-933f-d2ad39bd7c1b,?????,0.222980858964,0.120931444973,0.222622523914,0.0666854985228,0.0149278217748,1.0,0.0,0.0,0.0,0.0,,3.0
90,0ec4c53f-397c-487a-9916-b485f0615715,?????,0.162820512821,0.138461538462,0.169871794872,0.00961538461538,0.0192307692308,0.0,0.0,1.0,0.0,0.0,,3.0
93,0f0821c2-4667-474a-9373-386fd99f4c13,?????,0.222701149425,0.280172413793,0.155172413793,0.00862068965517,0.0833333333333,0.0,0.0,1.0,0.0,0.0,,2.0
95,0fe56bcc-79da-4387-b26c-663a44f2f5fe,?????,0.173333333333,0.0733333333333,0.16,0.07,0.0233333333333,0.0,0.0,1.0,0.0,0.0,,1.0
97,10a9fd96-8907-4cde-8548-0a44965d7981,?????,0.260393187461,0.0742595284114,0.182575942743,0.368750109237,0.0306878988144,0.0,0.0,1.0,0.0,0.0,,4.0
98,10df6649-b601-4307-8736-fc8dc37dab87,?????,0.0327529021559,0.0302653399668,0.919983416252,0.0132669983416,0.00373134328358,1.0,0.0,0.0,0.0,0.0,,3.0
99,1145d78a-b1eb-453a-acfd-c9e1dc0825a1,?????,0.33665932097,0.301230452843,0.25068884308,0.0519850322745,0.0112435797474,0.0,1.0,0.0,0.0,0.0,,2.0
100,1240986b-ee2a-4be3-8d2a-251ec0e813ad,?????,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,4.0
101,128b60be-fbab-4959-8747-53bc8e57192d,?????,0.199272624159,0.0832676703754,0.465362204972,0.0896179447985,0.0224795556948,1.0,0.0,0.0,0.0,0.0,,3.0
103,1304ecf4-25b5-4236-b720-e941e461fe7b,?????,0.205010603329,0.14235221129,0.0913511669243,0.293315526744,0.0130685309281,1.0,0.0,0.0,0.0,0.0,,4.0
105,133011b5-f1e9-466b-b8b3-c44a7d28accf,?????,0.0132352941176,0.00567226890756,0.00882352941176,0.00609243697479,0.00189075630252,0.0,0.0,1.0,0.0,0.0,,4.0
106,138e2b2c-7ca9-41d2-80cd-3a18eb3330ab,?????,0.0281814217827,0.0178484062405,0.0160251720137,0.135284792586,0.00643379228285,0.0,0.0,1.0,0.0,0.0,,4.0
109,13f79e7f-60a4-4030-b77a-8f02d38798ce,?????,0.311581507706,0.098876639331,0.308902585195,0.103085999035,0.0263337565381,0.0,0.0,1.0,0.0,0.0,,1.0
110,1490bced-4fc9-4314-afca-4b32edd497ef,?????,0.452830188679,0.132075471698,0.245283018868,0.132075471698,0.0377358490566,0.0,1.0,0.0,0.0,0.0,,1.0
112,0d491174-484a-4d52-9a33-f78f84550366,?????,0.335869565217,0.110869565217,0.070652173913,0.308695652174,0.0,0.0,1.0,0.0,0.0,0.0,,4.0
113,0dd6f7b9-2a39-4ff6-9dba-36f60dd86b97,?????,0.037037037037,0.037037037037,0.037037037037,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,4.0
114,0e3f5e34-037f-45ae-a498-b804704302d5,?????,0.316673698449,0.186282055908,0.248467580243,0.0758216776908,0.060605454998,1.0,0.0,0.0,0.0,0.0,,1.0
118,118ca3f0-4625-46d3-9bcf-c5de1cd2336a,?????,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,4.0
119,11d402f9-665a-407b-a811-6490cc181d21,?????,0.524193548387,0.0161290322581,0.0322580645161,0.0403225806452,0.0322580645161,0.0,1.0,0.0,0.0,0.0,,1.0
120,12867510-6ebb-41d5-b78d-a2622dbd66ce,?????,0.63474025974,0.0,0.149350649351,0.170454545455,0.0,0.0,1.0,0.0,0.0,0.0,,1.0
123,157823e1-8fc7-4fa3-bcb7-51a6c79792f4,?????,0.173418803419,0.108461538462,0.22188034188,0.138205128205,0.0503418803419,0.0,0.0,1.0,0.0,0.0,,3.0
125,16fb2810-c1b4-4015-bade-942a9c3f83a5,?????,0.423366110483,0.114599650529,0.21974840397,0.191164216946,0.00856842658261,0.0,0.0,1.0,0.0,0.0,,1.0
126,17c936b4-1baf-43e4-bb00-ad9f752efd7c,?????,0.351136418734,0.13590121138,0.248995577581,0.108159975196,0.0129496742517,0.0,0.0,1.0,0.0,0.0,,1.0
127,183b6418-16ea-414e-8e06-87a4b33c4a69,?????,0.39324985536,0.103384990495,0.321451772874,0.13604760724,0.0183428382511,0.0,0.0,1.0,0.0,0.0,,1.0
129,18c69c2a-812f-40ed-8531-40ec3684ebbd,?????,0.278269001023,0.168232935743,0.290830442905,0.128906678532,0.036199966187,0.0,0.0,1.0,0.0,0.0,,3.0
136,1c039694-6392-4aec-9e28-c0c6693e9d50,?????,0.409292660441,0.129043137615,0.1252637637,0.139946328058,0.0336634125109,0.0,1.0,0.0,0.0,0.0,,1.0
137,1c3aa3f9-696c-431b-96bc-fd122c2276a1,?????,0.280304232004,0.170795655119,0.273705836557,0.0924796661344,0.0434214708918,1.0,0.0,0.0,0.0,0.0,,3.0
138,1c42ec44-8708-4723-b6e3-482f3f3f7da7,?????,0.0877796207985,0.0592358375377,0.10678577188,0.0406846821941,0.0132063952819,0.0,0.0,1.0,0.0,0.0,,3.0
139,1d392122-8808-4d16-85df-1ed52b26d351,?????,0.0491452991453,0.397435897436,0.0470085470085,0.00213675213675,0.0042735042735,0.0,1.0,0.0,0.0,0.0,,2.0
140,0dbfeab6-3f7f-4d7d-bade-061070639638,?????,0.125,0.0,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,3.0
143,0ec77636-aaf5-4bdb-8305-dfc356527e17,?????,0.177320261438,0.0753594771242,0.147843137255,0.0750980392157,0.0243790849673,0.0,0.0,1.0,0.0,0.0,,1.0
144,0f719738-5657-4bbe-a95d-78226f2bd324,?????,0.332773254259,0.161244272271,0.314082045874,0.140112271483,0.0440958484206,0.0,0.0,1.0,0.0,0.0,,1.0
145,0f873753-bf0e-47af-9800-3fbff5740b2b,?????,0.334882931668,0.189642865135,0.372922121029,0.0864910828168,0.0160609993511,0.0,0.0,1.0,0.0,0.0,,3.0
146,0fbba94b-1e27-4811-a378-e76aadc4eb87,?????,0.0,0.357142857143,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,3.0
147,0fd01a01-5596-4261-b17d-45ddc0398f4b,?????,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,2.0
148,0fe93470-89cd-447d-9f16-989b082c6b77,?????,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,4.0
150,10eaf209-5c28-44fb-95f6-d4b14e919137,?????,0.256274887604,0.0664171024865,0.19952656207,0.105000458758,0.0606422607579,0.0,0.0,1.0,0.0,0.0,,1.0
154,12b032f8-a3ee-40a7-89ce-5eadcd3482a4,?????,0.266560340245,0.118291941976,0.270211513633,0.14384635832,0.0647262094631,0.0,1.0,0.0,0.0,0.0,,3.0
157,1359752e-3f9d-457e-bc58-61fd2531704c,?????,0.275986186099,0.282494284741,0.368023736563,0.0632812880004,0.0102145045965,0.0,0.0,1.0,0.0,0.0,,3.0
159,13b99ddb-1a22-4cf4-96d0-9e006d7d7b9b,?????,0.312818376104,0.198004169093,0.194087263498,0.0695256957845,0.0294860641475,0.0,1.0,0.0,0.0,0.0,,1.0
160,13d829b5-418f-4538-bedc-3276701edbe8,?????,0.371684945165,0.153240279163,0.250049850449,0.163210368893,0.0448654037886,1.0,0.0,0.0,0.0,0.0,,1.0
163,141d1247-a9e5-4c20-be80-a19cb223feb0,?????,0.097619047619,0.184761904762,0.437619047619,0.0252380952381,0.0047619047619,0.0,0.0,1.0,0.0,0.0,,3.0
165,153a05a0-b8ae-42c1-9ec6-5a6f3ffa83e5,?????,0.317438271605,0.0694444444444,0.326234567901,0.225925925926,0.0192901234568,0.0,0.0,1.0,0.0,0.0,,3.0
167,1565c1e7-d12f-456f-8274-08fe6123b273,?????,0.0,0.307692307692,0.461538461538,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,3.0
168,15c1f63a-0361-4ec7-86aa-aa7de758452b,?????,0.358393552258,0.211250402512,0.277334051403,0.108263939306,0.034954132953,0.0,1.0,0.0,0.0,0.0,,1.0
172,1812e9a0-872f-4f90-ae51-2e796ced7284,?????,0.301309184643,0.0860195360195,0.331305114638,0.153113553114,0.0171415004748,0.0,0.0,1.0,0.0,0.0,,3.0
175,18ca8387-5520-46c2-a279-7b988338e46d,?????,0.381572557238,0.166906622414,0.289126653486,0.132780591937,0.0296135749243,0.0,0.0,1.0,0.0,0.0,,1.0
179,1a507316-ffee-4619-be1e-5964ec69ba3c,?????,0.0,0.0,0.947368421053,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,3.0
181,1a7ff25a-c8e3-4416-bb6d-e84e7299010d,?????,0.458333333333,0.458333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,2.0
182,1b1a99a7-b192-43ad-84d1-3aa78710d60d,?????,0.419230769231,0.365384615385,0.00769230769231,0.00769230769231,0.0,1.0,0.0,0.0,0.0,0.0,,1.0
183,1bafd10f-2e02-4117-8245-75588d14d53d,?????,0.348187797784,0.106617548082,0.206710502622,0.104196908675,0.00701451556551,0.0,1.0,0.0,0.0,0.0,,1.0
184,1c36a6ce-e28e-4dcb-a40b-db857b4afed3,?????,0.0,0.0,0.0833333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,3.0
185,1c7248a2-809e-4102-816c-8e43c4da9ed2,?????,0.0535714285714,0.0178571428571,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,2.0
186,1c97011b-992a-46d9-9247-3b559b758f0c,?????,0.161904761905,0.142857142857,0.147619047619,0.119047619048,0.142857142857,0.0,0.0,1.0,0.0,0.0,,4.0
187,1cb8fe2f-d4f9-49fa-8b8f-d2dab9bd2bcb,?????,0.618975590236,0.040144057623,0.0607683073229,0.24700280112,0.00453781512605,0.0,1.0,0.0,0.0,0.0,,1.0
188,1cbcfc11-21d9-42d3-b60d-029a687657e0,?????,0.621958968773,0.0849673202614,0.200526506899,0.0419389978214,0.00894153957879,0.0,0.0,1.0,0.0,0.0,,1.0
189,1d192066-9cdd-4b9d-8693-25364b63c4fc,?????,0.0,0.05,0.183333333333,0.0666666666667,0.0,0.0,1.0,0.0,0.0,0.0,,3.0
191,1d59f73f-54ca-446b-a0bb-c01a165c4c95,?????,0.255344589317,0.0838971339302,0.140948146368,0.143189328847,0.0129844379018,0.0,1.0,0.0,0.0,0.0,,1.0
192,1d64575f-8a71-4833-912e-b431e04fa625,?????,0.0817773852503,0.0430401307271,0.769217831514,0.0311745877548,0.00699345458402,0.0,1.0,0.0,0.0,0.0,,3.0
193,1df9770a-6e26-4ff7-9d67-20fe1ba945cd,?????,0.0266834432489,0.0264231169733,0.00325407844498,0.0130163137799,0.000390489413398,0.0,1.0,0.0,0.0,0.0,,2.0
194,1ece45b4-2b0b-4017-9431-e02a7ae9f3cc,?????,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,4.0
197,16de1acb-ff67-43bf-8808-5cb3a1b0792f,?????,0.278752142648,0.261241999514,0.122802654983,0.318861498466,0.0183417043887,0.0,1.0,0.0,0.0,0.0,,4.0
198,17371ddf-77bf-4c1e-8382-95900edc5f34,?????,0.236595011742,0.045231092437,0.108471550236,0.0488647327618,0.00528205726735,0.0,1.0,0.0,0.0,0.0,,1.0
200,17954fa6-2af3-412b-947b-75a8bcd317e9,?????,0.276732851579,0.17324576214,0.173302041827,0.067265482542,0.0153362148533,0.0,0.0,1.0,0.0,0.0,,1.0
201,17c98bbc-1969-426c-9f97-1bd8d2f04b95,?????,0.0952380952381,0.0952380952381,0.190476190476,0.0952380952381,0.0952380952381,0.0,0.0,1.0,0.0,0.0,,3.0
203,18c01cf6-9c58-4484-a5a6-4b22dd9f9b3c,?????,0.208330920354,0.258060227961,0.136996235752,0.0414593698176,0.0588569498188,0.0,0.0,1.0,0.0,0.0,,2.0
204,191a0870-2ccf-4c4b-a49e-ff55c22c7850,?????,0.256722689076,0.150840336134,0.302100840336,0.121008403361,0.169327731092,0.0,0.0,1.0,0.0,0.0,,3.0
206,1a584639-f226-484b-bc69-fec3769c221d,?????,0.0,0.0555555555556,0.05,0.188888888889,0.15,0.0,1.0,0.0,0.0,0.0,,4.0
208,1aa4d669-0010-4f54-83e9-da1e73fc2355,?????,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,4.0
210,1b9bf3a8-9d36-481d-a9ba-e9bc1a2d2dda,?????,0.0,0.0,0.666666666667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,3.0
211,1bd7990c-4740-4406-8579-6835bb0325aa,?????,0.296590658735,0.125685723728,0.260434881818,0.296919711705,0.0203690240141,0.0,0.0,1.0,0.0,0.0,,4.0
216,1f926780-1f1d-4762-860a-30b7657d8e5a,?????,0.00520833333333,0.0479166666667,0.278125,0.225,0.00625,0.0,0.0,1.0,0.0,0.0,,3.0
218,2069138f-cadc-4cd3-ab17-0b475a83f04e,?????,0.164639037433,0.0426470588235,0.182453208556,0.0859959893048,0.0242647058824,0.0,0.0,1.0,0.0,0.0,,3.0
225,1f817e8e-fee7-4477-9869-c791a603e69e,?????,0.138126361656,0.112636165577,0.016339869281,0.269934640523,0.0740740740741,1.0,0.0,0.0,0.0,0.0,,4.0
226,2055daea-0a53-4319-ba63-6a4a9cf40e15,?????,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,4.0
229,22749cc2-02be-46fc-ad25-29ade65feb8e,?????,0.0933014354067,0.183253588517,0.266985645933,0.0832535885167,0.00478468899522,0.0,0.0,1.0,0.0,0.0,,3.0
230,22bf8f8a-47d6-4585-97d2-79bd872b6b9a,?????,0.176,0.234666666667,0.352,0.117333333333,0.0,0.0,1.0,0.0,0.0,0.0,,3.0
237,25c5ea09-1eca-4169-9d93-4cb309f5a7e2,?????,0.409145409145,0.236544236544,0.235845735846,0.0957495957496,0.022715022715,0.0,1.0,0.0,0.0,0.0,,1.0
239,25f25f2e-3651-4160-b863-bb2ed946eb31,?????,0.319005658944,0.159328184715,0.387080824233,0.115342655281,0.0192426768278,1.0,0.0,0.0,0.0,0.0,,3.0
240,27b3df38-fecf-4cf7-901f-b394e48ae7a8,?????,0.559523809524,0.0357142857143,0.0714285714286,0.261904761905,0.0,0.0,1.0,0.0,0.0,0.0,,1.0
241,28f0ac1b-9f12-459c-afd5-795af408c4da,?????,0.10368664489,0.611652646364,0.0923688407695,0.0428022686358,0.0112407514142,0.0,0.0,1.0,0.0,0.0,,2.0
245,2cb3536c-15e6-4913-bf8b-014b5aa38379,?????,0.221567865241,0.0658503401361,0.386951733074,0.243129251701,0.0825008098477,0.0,0.0,1.0,0.0,0.0,,3.0
248,2e859a15-bd1e-41e6-961c-a566e89d6f07,?????,0.310206562458,0.121137266512,0.127047257518,0.0541375872757,0.017608312538,0.0,0.0,1.0,0.0,0.0,,1.0
249,2ee13d9c-a87c-44cf-99c0-d3d0b3f9c360,?????,0.427172827173,0.0979270729271,0.360114885115,0.0693306693307,0.0,0.0,1.0,0.0,0.0,0.0,,1.0
251,307b1e7c-7512-42e6-baff-b51f87c4f022,?????,0.289780564263,0.236698014629,0.205308254963,0.182403343783,0.0858098223615,0.0,0.0,1.0,0.0,0.0,,1.0
253,1dbfe712-c331-42f8-96c2-0458fa86df7e,?????,0.390441176471,0.146323529412,0.245588235294,0.171323529412,0.0463235294118,1.0,0.0,0.0,0.0,0.0,,1.0
256,205ff547-e8f6-4ca4-8b25-d2b3e4a3916e,?????,0.256944444444,0.239583333333,0.0555555555556,0.239583333333,0.0,1.0,0.0,0.0,0.0,0.0,,2.0
257,20ce8ae7-5d6a-4ad5-b406-9418a335a918,?????,0.256463443963,0.35193001443,0.156926406926,0.078851010101,0.034617003367,0.0,0.0,1.0,0.0,0.0,,2.0
258,20e00201-8419-435f-8389-5ec58e5a7a25,?????,0.0858686067019,0.0496031746032,0.324294532628,0.0363756613757,0.00385802469136,0.0,1.0,0.0,0.0,0.0,,3.0
260,22beb54b-f0f9-4fbf-add8-e3d5ddbd5f27,?????,0.131216931217,0.166137566138,0.164021164021,0.0518518518519,0.00529100529101,0.0,0.0,0.0,1.0,0.0,,2.0
262,24003a39-df6b-4458-a5c1-439def73dd15,?????,0.2379423131,0.143190792429,0.198686197452,0.0763086523591,0.0581577589456,0.0,0.0,1.0,0.0,0.0,,1.0
263,24b605e8-2b18-4a28-99f5-72702bee5552,?????,0.367083333333,0.142083333333,0.31,0.135625,0.0452083333333,0.0,0.0,1.0,0.0,0.0,,1.0
265,24d3ed78-e4a3-4149-8ee2-705f11a01e2f,?????,0.394507036393,0.162598458016,0.279478375342,0.126129989325,0.0372861409246,0.0,0.0,1.0,0.0,0.0,,1.0
267,262e36fa-5c00-4546-9474-d4306c6adf0c,?????,0.152934574503,0.0864527629234,0.128474285337,0.0657555951674,0.0209282366145,0.0,1.0,0.0,0.0,0.0,,1.0
268,2634dc70-e788-4e19-b1fd-be393b46c38b,?????,0.363030888031,0.200193050193,0.29333976834,0.125772200772,0.0176640926641,0.0,0.0,1.0,0.0,0.0,,1.0
269,265efd22-a150-4c79-ad3f-dd045ac1861c,?????,0.326622807018,0.141096491228,0.299473684211,0.136776315789,0.043399122807,0.0,0.0,1.0,0.0,0.0,,1.0
274,2a5cb0cd-72de-4241-9d45-a3fa28d0f496,?????,0.397750799925,0.0942499529456,0.0148691887822,0.33465085639,0.00696405044231,0.0,1.0,0.0,0.0,0.0,,1.0
275,2b17237d-9fca-4cb8-8994-8fd9aeddc4f3,?????,0.319654306776,0.19975308966,0.271552535471,0.11224418439,0.0342958837028,1.0,0.0,0.0,0.0,0.0,,1.0
276,2bdbdf0e-d8f3-4837-8441-38e72e8e58ad,?????,0.168211068211,0.059749034749,0.16685971686,0.00736808236808,0.0518661518662,0.0,1.0,0.0,0.0,0.0,,3.0
277,2bfdbb17-fcb6-44d8-b97f-cd444b583bf4,?????,0.0219586583839,0.00860395886148,0.0250654257887,0.00819991341883,0.00220977939618,0.0,0.0,1.0,0.0,0.0,,4.0
278,2d19314f-1a37-4e37-8f8b-c6d2cfc81fdd,?????,0.0387931034483,0.0301724137931,0.0258620689655,0.0215517241379,0.00862068965517,0.0,0.0,1.0,0.0,0.0,,4.0
279,2d39fff8-4f1e-4baf-b9d7-0a11137c319c,?????,0.0984848484848,0.568181818182,0.189393939394,0.0378787878788,0.0151515151515,1.0,0.0,0.0,0.0,0.0,,2.0
283,0477452f-5791-4441-8736-83f97e6bab0b,?????,0.188335302439,0.064558100082,0.290144674344,0.0797824379997,0.165058273014,0.0,0.0,1.0,0.0,0.0,,3.0
286,052073c4-cc2e-41b8-bd4a-4e26fbc6508e,?????,0.0505769570071,0.0478601390805,0.0469610877965,0.0218913236028,0.00394336922544,0.0,1.0,0.0,0.0,0.0,,2.0
289,06540dde-cbd8-4af4-a5f5-1b46f87e8828,?????,0.0519480519481,0.025974025974,0.0865800865801,0.017316017316,0.0,1.0,0.0,0.0,0.0,0.0,,3.0
292,072bd450-2f7c-406f-8630-58da913a2bd5,?????,0.343267090217,0.186404843314,0.384261871645,0.0566368175606,0.0294293772635,0.0,1.0,0.0,0.0,0.0,,3.0
294,08782dd7-8b6b-41c7-b4fa-391ff0edcdc6,?????,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,4.0
296,08e5c23a-411b-4de4-b5b9-efb2e39b6779,?????,0.234338108889,0.193575267481,0.356380900805,0.0948377040123,0.031167022135,0.0,1.0,0.0,0.0,0.0,,3.0
